FEN
4rk2/1bp3p1/5p2/p7/2B1rN2/1P4P1/P4P1P/3R2K1 w - - 0 1
5k2/5p2/8/8/8/3Qp1r1/5p2/5K2 w - - 0 1
r1b2qk1/pnp4p/3p1BpQ/2p5/5P2/8/PPP3PP/4R1K1 w - - 0 1
2rq2nr/1bNkb1pp/p3p3/4p3/Pp1nP3/1B2B3/1P3PPP/2RR2K1 w - - 0 3
3qr3/2p1k3/8/2N1P3/8/8/6Q1/7K w - - 0 1
r4rk1/p2q1ppp/1p1b4/8/2B5/8/PP1Q1PPP/R4RK1 b - - 0 1
r7/2p2pbp/2k3p1/1p6/7P/1P2P1P1/5P2/3R1BK1 w - - 0 1
2k1r3/pp3ppp/2pp4/Q1b5/3n1B2/P7/1PP2PPP/2K5 b - - 0 1
