FEN
rnbk1bnr/pp3ppp/2p5/4q3/4p3/8/PPPB1PPP/2KR1BNR w - - 0 1
rnb1kbnr/pp3ppp/2p5/4q3/4p3/3Q4/PPPB1PPP/2KR1BNR w kq - 0 1
r1b1kb1r/ppp1qppp/5B2/3Pn3/8/8/PPP2PPP/RN1QKB1R b KQkq - 0 1
3rkr2/ppb3pp/2p5/5p1q/2B1N1b1/3P4/PPP1QPPP/R4RK1 w - - 0 1
3rqkn1/6pp/8/p1b5/P1n2N2/3b3P/4rRP1/6K1 w - - 0 1
6k1/pb3pp1/8/5B1p/8/P4r2/7P/1R3N1K b - - 0 1
2r2b1r/pkp2p1p/1p2b1p1/4q3/4N3/6P1/PPP2PBP/R4RK1 w - - 0 1
k3r2r/p2q2b1/2p5/4N2p/4Q1p1/1R4B1/PP3PPP/6K1 w - - 0 1

r1bqkb1r/pppnpppp/8/7B/2NPn3/1Q6/PPP2PPP/RNB2RK1 w kq - 0 1
rr5k/p4ppp/8/6N1/8/1Q6/6PP/7K w - - 0 1
rn1q1rk1/p2pb1pp/bp2p3/2pnN2Q/3PN3/3B4/PPPB1PPP/R3K2R w KQ - 0 1
3r1k2/6p1/8/p1b5/P4B2/7P/5RP1/6K1 w - - 0 1
rn3rk1/p5pp/2p5/3Ppb2/8/1Q6/PPPB2PP/R4KNR b - - 0 1
rnbk2r1/ppp2p1p/4p3/8/1b6/8/PPPB1nPP/2KR1BNR w - - 0 1
rnb1k1r1/ppp2p1p/4p3/8/1b2q2Q/8/PPPB1nPP/2KR1BNR w q - 0 1
r3r1k1/ppp1bppp/5n2/6B1/3P4/P7/1PP2PPP/4KB1R b K - 0 1
r2qr1k1/ppp1bppp/5n2/6B1/2PR4/P3P3/1PQ2PPP/4KB1R b K - 0 1
rn1k1b1r/pp2pp1p/2p2p2/8/8/5N2/1PPB1PPP/2KR3R w - - 0 1
rn2kb1r/pp2pp1p/2p2p2/8/8/3Q1N2/qPPB1PPP/2KR3R w kq - 0 1
r1bk3r/ppp2ppp/2p5/8/4n3/8/PPPB2PP/2KR1B2 w - - 0 1
r1b1k2r/ppp2ppp/2p5/8/3Qn1q1/8/PPPB2PP/2KR1B1R w kq - 0 1
3r3Q/pb1qkpp1/1p2pb1p/8/3N4/P3B3/1P3PPP/1Br1R1K1 w - - 0 1
r1b1knr1/pp2bp1p/1q6/5p2/4N3/8/PPPQBPPP/2KRR3 w q - 0 1
q3kb1r/3n1ppp/4B3/1p6/3N4/8/2PBQP1P/5bK1 w k - 0 1
7k/1bpp2p1/3bp3/p4B2/2P5/P3BrPq/1PQ2P1P/4RRK1 b - - 0 1
r4r1k/ppp2pRp/1P1p4/8/1P2P3/3n4/PB3P1P/R6K w - - 0 1
r3qr1k/ppp2pRp/2np4/4B3/8/3P4/PPP1KP1P/R7 w - - 0 1
